Year of Birth,Sex,City,State,Zip,Residence County,License Class,Status,Privilege,Year of Expiration
1977,M,BELLEVUE,WA,98008,OUT-OF-STATE,D,SURRENDERED,FULL,2029
1992,F,MERCER ISLAND,WA,98040,OUT-OF-STATE,D,VALID,FULL,2029
1937,M,RIDGEFIELD,WA,98642,OUT-OF-STATE,D,SURRENDERED,FULL,2026
1985,M,CAMANO ISLAND,WA,98282,OUT-OF-STATE,D,SURRENDERED,FULL,2027
1974,M,FEDERAL WAY,WA,98003,OUT-OF-STATE,D,SURRENDERED,FULL,2028
1976,M,REDMOND,WA,98052,OUT-OF-STATE,D,SUSPENDED,FULL,2029
1990,M,REDMOND,WA,98052,OUT-OF-STATE,D,SURRENDERED,FULL,2027
1977,M,MERCER ISLAND,WA,98040,OUT-OF-STATE,D,VALID,FULL,2030
1996,M,SEATTLE,WA,98101,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1989,F,LEWIS MCCHORD,WA,98433,OUT-OF-STATE,D,SURRENDERED,FULL,2026
1995,F,TACOMA,WA,98409,OUT-OF-STATE,D,VALID,FULL,2025
1989,M,SEATTLE,WA,98107,OUT-OF-STATE,D,SURRENDERED,FULL,2028
1967,F,AUBURN,WA,98092,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1981,M,AUBURN,WA,98002,OUT-OF-STATE,D,VALID,FULL,2026
1980,F,MORTON,WA,98356,OUT-OF-STATE,D,SURRENDERED,FULL,2028
1991,F,KIRKLAND,WA,98034,OUT-OF-STATE,D,SURRENDERED,FULL,2026
1981,M,SEATTLE,WA,98126,OUT-OF-STATE,D,VALID,FULL,2026
1990,M,KIRKLAND,WA,98034,OUT-OF-STATE,D,VALID,FULL,2026
1997,F,REDMOND,WA,98052,OUT-OF-STATE,D,VALID,FULL,2029
1978,M,LAKEWOOD,WA,98439,OUT-OF-STATE,D,SURRENDERED,FULL,2028
1978,M,CLYDE HILL,WA,98004,OUT-OF-STATE,D,SURRENDERED,FULL,2028
1999,F,BELLEVUE,WA,98004,OUT-OF-STATE,D,SURRENDERED,FULL,2026
1989,M,SEATTLE,WA,98104,OUT-OF-STATE,D,SURRENDERED,FULL,2027
1983,F,OLYMPIA,WA,98502,OUT-OF-STATE,D,SURRENDERED,FULL,2029
1993,M,SEATTLE,WA,98103,OUT-OF-STATE,D,SURRENDERED,FULL,2028
1992,M,SHORELINE,WA,98133,OUT-OF-STATE,D,SURRENDERED,FULL,2029
1997,F,SEATTLE,WA,98107,OUT-OF-STATE,D,SUSPENDED,FULL,2026
1997,M,ELLENSBURG,WA,98926,OUT-OF-STATE,D,SURRENDERED,FULL,2026
1980,M,BELLEVUE,WA,98004,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1981,M,SPANAWAY,WA,98387,OUT-OF-STATE,D,SURRENDERED,FULL,2027
1998,M,GIG HARBOR,WA,98329,OUT-OF-STATE,D,VALID,FULL,2031
2001,F,BREMERTON,WA,98312,OUT-OF-STATE,D,VALID,FULL,2030
2000,M,SEATTLE,WA,98121,OUT-OF-STATE,D,SURRENDERED,FULL,2029
1991,F,BREMERTON,WA,98311,OUT-OF-STATE,DM,VALID,FULL,2027
1977,M,SEATTLE,WA,98104,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1969,F,SEATTLE,WA,98117,OUT-OF-STATE,D,VALID,FULL,2025
1988,F,VANCOUVER,WA,98663,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1982,M,MERCER ISLAND,WA,98040,OUT-OF-STATE,E,SURRENDERED,FULL,2026
1990,M,UNIVERSITY PLACE,WA,98466,OUT-OF-STATE,D,SURRENDERED,FULL,2026
1997,M,WALLA WALLA,WA,99362,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1989,M,RIDGEFIELD,WA,98642,OUT-OF-STATE,D,SURRENDERED,FULL,2026
1989,F,SEATTLE,WA,98103,OUT-OF-STATE,D,SURRENDERED,FULL,2027
1994,F,FAIRCHILD AIR FORCE BASE,WA,99011,OUT-OF-STATE,D,VALID,FULL,2030
1992,F,TACOMA,WA,98406,OUT-OF-STATE,D,VALID,FULL,2029
1994,M,SEATTLE,WA,98101,OUT-OF-STATE,D,SURRENDERED,FULL,2028
1989,M,COUPEVILLE,WA,98239,OUT-OF-STATE,DM,SURRENDERED,FULL,2025
1997,M,BOTHELL,WA,98011,OUT-OF-STATE,ID ONLY,,,2028
1961,M,SAMMAMISH,WA,98075,OUT-OF-STATE,D,VALID,FULL,2027
1981,M,FEDERAL WAY,WA,98023,OUT-OF-STATE,D,VALID,FULL,2025
1987,F,TACOMA,WA,98445,OUT-OF-STATE,D,VALID,FULL,2025
1996,M,SEATTLE,WA,98122,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1984,M,SEATTLE,WA,98115,OUT-OF-STATE,D,VALID,FULL,2025
1992,M,BELLEVUE,WA,98004,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1981,F,SEATTLE,WA,98116,OUT-OF-STATE,D,VALID,FULL,2028
1988,M,ISSAQUAH,WA,98027,OUT-OF-STATE,D,SURRENDERED,FULL,2030
1984,M,KENT,WA,98032,OUT-OF-STATE,D,SURRENDERED,FULL,2029
1997,M,SEATTLE,WA,98109,OUT-OF-STATE,D,SURRENDERED,FULL,2026
1992,M,SEATTLE,WA,98107,OUT-OF-STATE,D,SURRENDERED,FULL,2027
1993,M,SEATTLE,WA,98109,OUT-OF-STATE,D,SURRENDERED,FULL,2030
1970,F,SEATTLE,WA,98107,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1987,M,REDMOND,WA,98052,OUT-OF-STATE,D,SURRENDERED,FULL,2027
1987,M,REDMOND,WA,98052,OUT-OF-STATE,D,VALID,FULL,2029
1981,M,UNION,WA,98592,OUT-OF-STATE,D,SUSPENDED,FULL,2028
1952,F,TACOMA,WA,98406,OUT-OF-STATE,D,SURRENDERED,FULL,2028
1979,M,BELLEVUE,WA,98008,OUT-OF-STATE,D,SURRENDERED,FULL,2027
1979,M,MAPLE VALLEY,WA,98038,OUT-OF-STATE,D,VALID,FULL,2029
1985,M,LACEY,WA,98516,OUT-OF-STATE,D,VALID,FULL,2028
1988,M,FERNDALE,WA,98248,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1996,M,SEATTLE,WA,98104,OUT-OF-STATE,D,SURRENDERED,FULL,2026
1973,M,REDMOND,WA,98052,OUT-OF-STATE,DM,SURRENDERED,FULL,2029
1992,F,LAKE FOREST PARK,WA,98155,OUT-OF-STATE,D,SUSPENDED,FULL,2029
1990,F,BELLEVUE,WA,98004,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1985,M,SEATTLE,WA,98103,OUT-OF-STATE,E,SURRENDERED,FULL,2025
1994,M,BELLEVUE,WA,98005,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1982,M,SEATTLE,WA,98119,OUT-OF-STATE,ID ONLY,,,2027
1994,F,EDMONDS,WA,98026,OUT-OF-STATE,D,SURRENDERED,FULL,2024
1973,M,KENNEWICK,WA,99338,OUT-OF-STATE,D,VALID,FULL,2029
1979,M,CASTLE ROCK,WA,98611,OUT-OF-STATE,D,SURRENDERED,FULL,2030
1992,M,CAMAS,WA,98607,OUT-OF-STATE,D,SURRENDERED,FULL,2026
1936,F,SILVERDALE,WA,98383,OUT-OF-STATE,D,VALID,FULL,2025
1977,M,SEATTLE,WA,98118,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1989,M,SEATTLE,WA,98109,OUT-OF-STATE,D,SURRENDERED,FULL,2026
1972,M,SAMMAMISH,WA,98075,OUT-OF-STATE,D,SURRENDERED,FULL,2026
1967,M,TUMWATER,WA,98501,OUT-OF-STATE,D,SURRENDERED,FULL,2028
1990,M,SEATTLE,WA,98107,OUT-OF-STATE,D,VALID,FULL,2028
1958,F,RENTON,WA,98058,OUT-OF-STATE,D,SURRENDERED,FULL,2028
2002,M,SEATTLE,WA,98121,OUT-OF-STATE,ID ONLY,,,2030
1982,M,SEATTLE,WA,98104,OUT-OF-STATE,DM,SURRENDERED,FULL,2028
1989,M,LYNNWOOD,WA,98087,OUT-OF-STATE,D,VALID,FULL,2025
1987,M,SEATTLE,WA,98109,OUT-OF-STATE,D,SURRENDERED,FULL,2029
1977,F,TACOMA,WA,98408,OUT-OF-STATE,D,VALID,FULL,2026
1991,M,REDMOND,WA,98052,OUT-OF-STATE,D,VALID,FULL,2028
1996,F,SPOKANE,WA,99224,OUT-OF-STATE,DM,VALID,FULL,2025
1990,M,KIRKLAND,WA,98033,OUT-OF-STATE,D,SURRENDERED,FULL,2026
1967,M,LA CENTER,WA,98629,OUT-OF-STATE,ID ONLY,,,2029
1939,F,SEQUIM,WA,98382,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1978,M,SEATTLE,WA,98107,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1984,F,SEATTLE,WA,98144,OUT-OF-STATE,D,SURRENDERED,FULL,2027
1952,M,REDMOND,WA,98053,OUT-OF-STATE,E,SURRENDERED,FULL,2028
1989,M,WALLA WALLA,WA,99362,OUT-OF-STATE,D,VALID,FULL,2030
2000,F,DUVALL,WA,98019,OUT-OF-STATE,D,SURRENDERED,FULL,2029
1994,F,SPOKANE VALLEY,WA,99206,OUT-OF-STATE,D,VALID,FULL,2030
1993,M,JOINT BASE LEWIS MCCHORD,WA,98433,OUT-OF-STATE,D,SURRENDERED,FULL,2028
1968,M,REDMOND,WA,98052,OUT-OF-STATE,D,VALID,FULL,2025
1967,M,BLAINE,WA,98230,OUT-OF-STATE,D,VALID,FULL,2028
1984,M,SEATTLE,WA,98101,OUT-OF-STATE,ID ONLY,,,2029
1988,M,SEATTLE,WA,98101,OUT-OF-STATE,D,SURRENDERED,FULL,2028
1987,M,SEATTLE,WA,98109,OUT-OF-STATE,D,SURRENDERED,FULL,2029
1949,F,REDMOND,WA,98053,OUT-OF-STATE,D,VALID,FULL,2027
1984,M,LAKEWOOD,WA,98499,OUT-OF-STATE,D,SURRENDERED,FULL,2029
1989,M,SEATTLE,WA,98122,OUT-OF-STATE,D,SURRENDERED,FULL,2026
1989,M,BELLEVUE,WA,98007,OUT-OF-STATE,D,SURRENDERED,FULL,2028
1974,F,UNIVERSITY PLACE,WA,98466,OUT-OF-STATE,D,SURRENDERED,FULL,2028
1955,F,AUBURN,WA,98001,OUT-OF-STATE,D,SURRENDERED,FULL,2027
1999,M,LK FOREST PK,WA,98155,OUT-OF-STATE,ID ONLY,,,2029
1989,M,BELLEVUE,WA,98004,OUT-OF-STATE,D,SURRENDERED,FULL,2030
1965,M,CAMAS,WA,98607,OUT-OF-STATE,D,SURRENDERED,FULL,2027
1972,M,BUCKLEY,WA,98321,OUT-OF-STATE,D,SURRENDERED,FULL,2029
1993,M,SEATTLE,WA,98109,OUT-OF-STATE,D,VALID,FULL,2025
1986,M,SEATTLE,WA,98107,OUT-OF-STATE,ID ONLY,,,2025
1989,F,RICHLAND,WA,99352,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1997,F,SEATTLE,WA,98103,OUT-OF-STATE,D,SURRENDERED,FULL,2026
1991,F,WOODINVILLE,WA,98072,OUT-OF-STATE,D,VALID,FULL,2028
1988,M,SEATTLE,WA,98122,OUT-OF-STATE,D,VALID,FULL,2028
1974,F,SEATTLE,WA,98119,OUT-OF-STATE,D,SURRENDERED,FULL,2027
1991,M,WOODINVILLE,WA,98072,OUT-OF-STATE,D,SURRENDERED,FULL,2029
1993,F,JOINT BASE LEWIS MCCHORD,WA,98433,OUT-OF-STATE,D,VALID,FULL,2025
1995,M,SEATTLE,WA,98122,OUT-OF-STATE,D,SURRENDERED,FULL,2027
2000,F,TACOMA,WA,98404,OUT-OF-STATE,D,VALID,FULL,2029
1960,F,EVERETT,WA,98201,OUT-OF-STATE,D,VALID,FULL,2027
1989,F,BREMERTON,WA,98312,OUT-OF-STATE,D,VALID,FULL,2029
1994,M,BELLEVUE,WA,98005,OUT-OF-STATE,D,SURRENDERED,FULL,2028
1974,M,SEATTLE,WA,98102,OUT-OF-STATE,D,SUSPENDED,FULL,2024
1987,M,SEATTLE,WA,98107,OUT-OF-STATE,D,SURRENDERED,FULL,2026
1946,F,SEATTLE,WA,98133,OUT-OF-STATE,D,VALID,FULL,2025
1972,F,KENT,WA,98042,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1955,M,PULLMAN,WA,99163,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1988,M,PORT ANGELES,WA,98363,OUT-OF-STATE,D,SURRENDERED,FULL,2028
1951,F,BURIEN,WA,98166,OUT-OF-STATE,D,VALID,FULL,2026
1982,M,KENNEWICK,WA,99338,OUT-OF-STATE,D,SURRENDERED,FULL,2027
1962,M,ANACORTES,WA,98221,OUT-OF-STATE,DM,SUSPENDED,FULL,2027
1993,M,MAPLE VALLEY,WA,98038,OUT-OF-STATE,D,VALID,FULL,2028
1974,M,SPOKANE,WA,99224,OUT-OF-STATE,DM,VALID,FULL,2027
1996,M,SEATTLE,WA,98109,OUT-OF-STATE,D,SURRENDERED,FULL,2027
1985,F,EVERETT,WA,98208,OUT-OF-STATE,D,SURRENDERED,FULL,2030
1989,F,FERNDALE,WA,98248,OUT-OF-STATE,D,SURRENDERED,FULL,2028
1988,M,SEATTLE,WA,98119,OUT-OF-STATE,DM,SUSPENDED,FULL,2026
1998,F,SEATTLE,WA,98122,OUT-OF-STATE,D,VALID,FULL,2028
1996,M,SEATTLE,WA,98119,OUT-OF-STATE,D,VALID,FULL,2027
1987,M,SEATTLE,WA,98168,OUT-OF-STATE,D,SURRENDERED,FULL,2027
1965,M,AUBURN,WA,98092,OUT-OF-STATE,D,SURRENDERED,FULL,2026
1983,F,YAKIMA,WA,98908,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1996,F,SEATTLE,WA,98119,OUT-OF-STATE,D,VALID,FULL,2026
1991,M,VANCOUVER,WA,98683,OUT-OF-STATE,D,SURRENDERED,FULL,2029
1979,M,BELLEVUE,WA,98004,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1985,M,SEATTLE,WA,98107,OUT-OF-STATE,D,SURRENDERED,FULL,2026
1980,M,BREMERTON,WA,98310,OUT-OF-STATE,D,SURRENDERED,FULL,2028
1999,M,SEATTLE,WA,98107,OUT-OF-STATE,D,VALID,FULL,2028
1998,M,SEATTLE,WA,98107,OUT-OF-STATE,D,SURRENDERED,FULL,2026
1993,M,WOODINVILLE,WA,98072,OUT-OF-STATE,D,VALID,FULL,2025
1971,M,GIG HARBOR,WA,98335,OUT-OF-STATE,D,SURRENDERED,FULL,2028
1963,M,BELLINGHAM,WA,98229,OUT-OF-STATE,D,SURRENDERED,FULL,2028
1999,M,SEATTLE,WA,98133,OUT-OF-STATE,D,SURRENDERED,FULL,2030
1987,M,SEATTLE,WA,98107,OUT-OF-STATE,D,SURRENDERED,FULL,2029
1986,F,SEATTLE,WA,98122,OUT-OF-STATE,D,SURRENDERED,FULL,2027
1987,F,PORT TOWNSEND,WA,98368,OUT-OF-STATE,D,SURRENDERED,FULL,2024
1986,F,SEATTLE,WA,98199,OUT-OF-STATE,D,SURRENDERED,FULL,2027
1953,F,SEATTLE,WA,98117,OUT-OF-STATE,D,VALID,FULL,2027
1994,M,UNIVERSITY PLACE,WA,98467,OUT-OF-STATE,D,VALID,FULL,2028
1981,F,SEATTLE,WA,98122,OUT-OF-STATE,D,VALID,FULL,2026
1998,M,KENT,WA,98032,OUT-OF-STATE,D,VALID,FULL,2030
1984,M,SEATTLE,WA,98125,OUT-OF-STATE,D,SURRENDERED,FULL,2028
1990,M,SEATTLE,WA,98107,OUT-OF-STATE,DM,SURRENDERED,FULL,2027
1969,M,SPOKANE,WA,99217,OUT-OF-STATE,D,SURRENDERED,FULL,2029
1987,F,VANCOUVER,WA,98685,OUT-OF-STATE,D,VALID,FULL,2026
1991,F,BAINBRIDGE ISLAND,WA,98110,OUT-OF-STATE,D,SURRENDERED,FULL,2028
1985,M,ISSAQUAH,WA,98029,OUT-OF-STATE,D,VALID,FULL,2025
1960,M,SEATTLE,WA,98108,OUT-OF-STATE,D,SURRENDERED,FULL,2027
1970,F,PACIFIC,WA,98047,OUT-OF-STATE,ID ONLY,,,2025
1985,M,BELLEVUE,WA,98008,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1988,F,REDMOND,WA,98052,OUT-OF-STATE,D,SURRENDERED,FULL,2029
1990,M,TACOMA,WA,98407,OUT-OF-STATE,DM,VALID,FULL,2027
1951,M,EASTSOUND,WA,98245,OUT-OF-STATE,D,VALID,FULL,2025
1986,F,BELLEVUE,WA,98006,OUT-OF-STATE,D,VALID,FULL,2025
1982,F,TACOMA,WA,98444,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1982,F,RICHLAND,WA,99352,OUT-OF-STATE,D,SURRENDERED,FULL,2024
1990,M,SEATTLE,WA,98126,OUT-OF-STATE,D,VALID,FULL,2024
1989,M,OAK HARBOR,WA,98277,OUT-OF-STATE,D,VALID,FULL,2027
1996,F,LAKEWOOD,WA,98499,OUT-OF-STATE,D,VALID,FULL,2024
1997,M,SEATTLE,WA,98116,OUT-OF-STATE,D,SURRENDERED,FULL,2024
1995,M,SEATTLE,WA,98121,OUT-OF-STATE,D,SURRENDERED,FULL,2024
1945,F,KIRKLAND,WA,98033,OUT-OF-STATE,D,VALID,FULL,2025
1995,F,SEATTLE,WA,98115,OUT-OF-STATE,D,SURRENDERED,FULL,2024
1983,F,SEATTLE,WA,98122,OUT-OF-STATE,D,SURRENDERED,FULL,2024
1990,F,MERCER ISLAND,WA,98040,OUT-OF-STATE,D,SURRENDERED,FULL,2024
1942,F,BAINBRIDGE ISLAND,WA,98110,OUT-OF-STATE,ID ONLY,,,2024
1993,F,SEATTLE,WA,98102,OUT-OF-STATE,D,VALID,FULL,2024
1969,M,EASTSOUND,WA,98245,OUT-OF-STATE,DM,VALID,FULL,2026
1979,M,SNOQUALMIE,WA,98065,OUT-OF-STATE,D,SURRENDERED,FULL,2024
1972,F,TACOMA,WA,98499,OUT-OF-STATE,D,VALID,FULL,2026
1991,M,KIRKLAND,WA,98034,OUT-OF-STATE,D,SURRENDERED,FULL,2024
1984,M,VANCOUVER,WA,98662,OUT-OF-STATE,DM,VALID,FULL,2029
1995,M,SEATTLE,WA,98102,OUT-OF-STATE,D,SURRENDERED,FULL,2024
1995,M,FEDERAL WAY,WA,98003,OUT-OF-STATE,E,VALID,FULL,2027
1984,F,PORT ORCHARD,WA,98367,OUT-OF-STATE,D,VALID,FULL,2024
1983,F,SEATTLE,WA,98109,OUT-OF-STATE,D,VALID,FULL,2029
1980,M,LACEY,WA,98503,OUT-OF-STATE,D,SURRENDERED,FULL,2024
1990,M,BELLEVUE,WA,98006,OUT-OF-STATE,DM,SURRENDERED,FULL,2024
1994,M,BELLEVUE,WA,98004,OUT-OF-STATE,D,SURRENDERED,FULL,2024
1951,F,SEATTLE,WA,98103,OUT-OF-STATE,D,VALID,FULL,2032
1968,F,SEATTLE,WA,98112,OUT-OF-STATE,D,SURRENDERED,FULL,2024
1966,M,ALGONA,WA,98001,OUT-OF-STATE,D,SURRENDERED,FULL,2028
1990,F,PORT ANGELES,WA,98362,OUT-OF-STATE,D,SURRENDERED,FULL,2028
1980,M,LYNNWOOD,WA,98087,OUT-OF-STATE,D,VALID,FULL,2029
1970,M,KENT,WA,98030,OUT-OF-STATE,B,SURRENDERED,FULL,2025
1988,M,SEATTLE,WA,98105,OUT-OF-STATE,D,SURRENDERED,FULL,2024
1987,F,SEATTLE,WA,98102,OUT-OF-STATE,D,VALID,FULL,2024
1994,F,SEATTLE,WA,98121,OUT-OF-STATE,D,SURRENDERED,FULL,2024
1995,M,TACOMA,WA,98444,OUT-OF-STATE,ID ONLY,,,2026
1953,M,LAKE STEVENS,WA,98258,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1952,F,PORT TOWNSEND,WA,98368,OUT-OF-STATE,D,SURRENDERED,FULL,2024
1991,F,SEATTLE,WA,98121,OUT-OF-STATE,D,VALID,FULL,2025
1982,M,FORKS,WA,98331,OUT-OF-STATE,D,VALID,FULL,2024
1984,F,VANCOUVER,WA,98683,OUT-OF-STATE,D,VALID,FULL,2025
1991,M,SEATTLE,WA,98199,OUT-OF-STATE,D PERMIT,SURRENDERED,FULL,2024
1981,F,BOTHELL,WA,98021,OUT-OF-STATE,EM,SURRENDERED,FULL,2026
1987,M,SNOHOMISH,WA,98290,OUT-OF-STATE,DM,SURRENDERED,FULL,2024
1976,F,SEATTLE,WA,98122,OUT-OF-STATE,D,VALID,FULL,2028
1982,F,OLYMPIA,WA,98501,OUT-OF-STATE,D,SURRENDERED,FULL,2026
1987,F,SEATTLE,WA,98122,OUT-OF-STATE,D,VALID,FULL,2030
1989,M,SEATTLE,WA,98122,OUT-OF-STATE,D,VALID,FULL,2024
1991,F,SEATTLE,WA,98109,OUT-OF-STATE,D,VALID,FULL,2025
1990,F,SEATTLE,WA,98125,OUT-OF-STATE,D,VALID,FULL,2024
1988,F,SEATTLE,WA,98122,OUT-OF-STATE,D,SURRENDERED,FULL,2024
1978,F,SOUTH CLE ELUM,WA,98943,OUT-OF-STATE,D,SURRENDERED,FULL,2024
1980,M,EVERETT,WA,98204,OUT-OF-STATE,D,VALID,FULL,2028
1985,M,SPOKANE,WA,99217,OUT-OF-STATE,D,SURRENDERED,FULL,2024
1953,F,SEATTLE,WA,98116,OUT-OF-STATE,D,SURRENDERED,FULL,2024
1970,F,FEDERAL WAY,WA,98023,OUT-OF-STATE,D,SURRENDERED,FULL,2027
1977,F,WENATCHEE,WA,98801,OUT-OF-STATE,D,VALID,FULL,2028
1994,F,GIG HARBOR,WA,98332,OUT-OF-STATE,D,VALID,FULL,2025
1944,F,MAPLE FALLS,WA,98266,OUT-OF-STATE,D,VALID,FULL,2024
1997,M,SEATTLE,WA,98109,OUT-OF-STATE,DM,SURRENDERED,FULL,2024
1991,F,SEATTLE,WA,98119,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1989,F,JOINT BASE LEWIS MCCHORD,WA,98433,OUT-OF-STATE,D,SURRENDERED,FULL,2030
1997,F,SEATTLE,WA,98121,OUT-OF-STATE,D,SURRENDERED,FULL,2024
1996,F,SEATTLE,WA,98115,OUT-OF-STATE,D,SURRENDERED,FULL,2028
1984,F,LACEY,WA,98516,OUT-OF-STATE,D,VALID,FULL,2025
1991,M,SEATTLE,WA,98126,OUT-OF-STATE,D,VALID,FULL,2026
1991,F,SEATTLE,WA,98107,OUT-OF-STATE,D,SURRENDERED,FULL,2024
1973,M,STANWOOD,WA,98292,OUT-OF-STATE,B,SURRENDERED,FULL,2028
1995,M,SEATTLE,WA,98133,OUT-OF-STATE,D,SUSPENDED,FULL,2024
1999,F,PULLMAN,WA,99163,OUT-OF-STATE,D,SURRENDERED,FULL,2028
1971,M,SEATTLE,WA,98122,OUT-OF-STATE,DM,VALID,FULL,2026
1983,F,MCCHORD AFB,WA,98439,OUT-OF-STATE,D,VALID,FULL,2028
1981,F,UNIVERSITY PLACE,WA,98467,OUT-OF-STATE,ID ONLY,,,2024
1990,F,KENT,WA,98042,OUT-OF-STATE,D,VALID,FULL,2024
1995,F,SEATTLE,WA,98102,OUT-OF-STATE,D,SURRENDERED,FULL,2024
1991,F,KIRKLAND,WA,98033,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1981,F,DUPONT,WA,98327,OUT-OF-STATE,D,VALID,FULL,2025
1949,M,SPOKANE,WA,99203,OUT-OF-STATE,D,VALID,FULL,2026
1990,M,SEATTLE,WA,98109,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1987,M,SEATTLE,WA,98103,OUT-OF-STATE,D,SURRENDERED,FULL,2024
1995,M,BELLINGHAM,WA,98226,OUT-OF-STATE,D,SURRENDERED,FULL,2024
1990,M,RENTON,WA,98059,OUT-OF-STATE,D,VALID,FULL,2024
1993,F,SEATTLE,WA,98109,OUT-OF-STATE,D,VALID,FULL,2024
1969,F,SNOQUALMIE,WA,98065,OUT-OF-STATE,D,SURRENDERED,FULL,2024
1976,F,BELLEVUE,WA,98004,OUT-OF-STATE,D,VALID,FULL,2028
1993,F,RENTON,WA,98058,OUT-OF-STATE,D,SURRENDERED,FULL,2024
1988,M,TACOMA,WA,98422,OUT-OF-STATE,B,VALID,FULL,2025
1997,F,GIG HARBOR,WA,98332,OUT-OF-STATE,D,VALID,FULL,2024
1984,M,LACEY,WA,98516,OUT-OF-STATE,D,SURRENDERED,FULL,2024
1970,F,JOINT BASE LEWIS MCCHORD,WA,98433,OUT-OF-STATE,D,VALID,FULL,2029
1985,F,SEATTLE,WA,98109,OUT-OF-STATE,D,VALID,FULL,2030
1957,M,KENNEWICK,WA,99336,OUT-OF-STATE,D,SUSPENDED,FULL,2025
1989,M,SEATTLE,WA,98107,OUT-OF-STATE,DM,SURRENDERED,FULL,2024
1993,F,SEATTLE,WA,98122,OUT-OF-STATE,ID ONLY,,,2024
1968,M,SPANAWAY,WA,98387,OUT-OF-STATE,D,VALID,FULL,2027
1996,M,OLYMPIA,WA,98502,OUT-OF-STATE,D,SUSPENDED,FULL,2026
1986,F,SPOKANE,WA,99223,OUT-OF-STATE,D,SURRENDERED,FULL,2024
1957,F,POINT ROBERTS,WA,98281,OUT-OF-STATE,D,SURRENDERED,FULL,2026
1987,M,SEATTLE,WA,98121,OUT-OF-STATE,D,SURRENDERED,FULL,2024
1975,M,SEATTLE,WA,98118,OUT-OF-STATE,D,SURRENDERED,FULL,2024
1988,M,BURIEN,WA,98146,OUT-OF-STATE,E,VALID,FULL,2024
1998,F,ANACORTES,WA,98221,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1996,M,ASOTIN,WA,99402,OUT-OF-STATE,D,VALID,FULL,2024
1987,F,SEATTLE,WA,98104,OUT-OF-STATE,D,SURRENDERED,FULL,2026
1995,F,SILVERDALE,WA,98383,OUT-OF-STATE,D,VALID,FULL,2025
1993,M,SEATTLE,WA,98101,OUT-OF-STATE,D,VALID,FULL,2026
1984,F,NORTH BEND,WA,98045,OUT-OF-STATE,D,VALID,FULL,2028
1977,M,SEATTLE,WA,98101,OUT-OF-STATE,D,SURRENDERED,FULL,2028
2000,M,SEATTLE,WA,98102,OUT-OF-STATE,D,SURRENDERED,FULL,2030
1989,F,REDMOND,WA,98052,OUT-OF-STATE,D,SURRENDERED,FULL,2028
1993,M,TACOMA,WA,98409,OUT-OF-STATE,D,VALID,FULL,2026
1980,M,SEATTLE,WA,98178,OUT-OF-STATE,D,SUSPENDED,FULL,2025
1984,M,SEATTLE,WA,98121,OUT-OF-STATE,D,VALID,FULL,2028
1981,M,SEATTLE,WA,98109,OUT-OF-STATE,D,SURRENDERED,FULL,2028
1991,M,KENT,WA,98031,OUT-OF-STATE,D,SURRENDERED,FULL,2028
1999,F,RENTON,WA,98055,OUT-OF-STATE,D,SURRENDERED,FULL,2027
1956,F,OLYMPIA,WA,98502,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1970,M,BELLEVUE,WA,98008,OUT-OF-STATE,D,VALID,FULL,2026
1994,F,SEATTLE,WA,98144,OUT-OF-STATE,D,VALID,FULL,2032
1995,M,SEATTLE,WA,98125,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1997,M,SEATTLE,WA,98109,OUT-OF-STATE,D,SURRENDERED,FULL,2027
1982,M,BELLEVUE,WA,98008,OUT-OF-STATE,D,SUSPENDED,FULL,2028
1972,M,SAMMAMISH,WA,98074,OUT-OF-STATE,D,VALID,FULL,2028
1994,M,LACEY,WA,98503,OUT-OF-STATE,B,SURRENDERED,FULL,2028
1943,F,RIDGEFIELD,WA,98642,OUT-OF-STATE,D,SURRENDERED,FULL,2026
